,SEMESTER,SPRADDR_ZIP_PR,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
21224,Fall 2019,96816,University of Hawai`i at Manoa,1,2019
21225,Fall 2019,92677,University of Hawai`i at Manoa,1,2019
21229,Fall 2019,96792-2434,Leeward Community College,1,2019
21231,Fall 2019,96817-3534,Honolulu Community College,1,2019
21237,Fall 2019,96825,Kapi`olani Community College,1,2019
21239,Fall 2019,90630,University of Hawai`i Maui College,1,2019
21243,Fall 2019,92029,University of Hawai`i at Manoa,1,2019
21248,Fall 2019,96744,Kapi`olani Community College,1,2019
21268,Fall 2019,96817-1044,University of Hawai`i at Manoa,1,2019
21269,Fall 2019,96823-3505,Windward Community College,1,2019
21272,Fall 2019,96743-0548,Hawai`i Community College,1,2019
21278,Fall 2019,96744-2849,Windward Community College,1,2019
21286,Fall 2019,96740-3122,Hawai`i Community College,1,2019
21292,Fall 2019,96768,University of Hawai`i Maui College,1,2019
21302,Fall 2019,96789-5599,University of Hawai`i at Manoa,1,2019
21304,Fall 2019,96704-0282,Hawai`i Community College,1,2019
21306,Fall 2019,96719,University of Hawai`i at Hilo,2,2019
21312,Fall 2019,96795-1225,Windward Community College,1,2019
21316,Fall 2019,96740-1430,Kapi`olani Community College,1,2019
21331,Fall 2019,96725-9741,Hawai`i Community College,1,2019
21333,Fall 2019,83642,University of Hawai`i at Manoa,1,2019
21337,Fall 2019,92069-2046,University of Hawai`i at Manoa,1,2019
21340,Fall 2019,91910-8035,University of Hawai`i at Manoa,1,2019
21346,Fall 2019,96720-5016,Hawai`i Community College,1,2019
21347,Fall 2019,96790-8455,University of Hawai`i Maui College,1,2019
21351,Fall 2019,96719-0021,Hawai`i Community College,1,2019
21353,Fall 2019,96734-3527,Kapi`olani Community College,1,2019
21358,Fall 2019,96772,Honolulu Community College,1,2019
21359,Fall 2019,96701-3121,University of Hawai`i at Manoa,1,2019
21362,Fall 2019,96793-9342,University of Hawai`i Maui College,1,2019
21363,Fall 2019,96815,University of Hawai`i at Hilo,1,2019
21370,Fall 2019,96776,University of Hawai`i at Hilo,1,2019
21371,Fall 2019,96797-5412,Leeward Community College,1,2019
21372,Fall 2019,96744-4743,Honolulu Community College,1,2019
21379,Fall 2019,96815-4316,Honolulu Community College,1,2019
21380,Fall 2019,96795-1242,Kapi`olani Community College,1,2019
21382,Fall 2019,96757,University of Hawai`i Maui College,1,2019
21386,Fall 2019,96805-1832,Honolulu Community College,1,2019
21389,Fall 2019,96778-9512,Hawai`i Community College,1,2019
21393,Fall 2019,96707-1115,University of Hawai`i at Manoa,1,2019
21394,Fall 2019,96734-0665,Windward Community College,1,2019
21399,Fall 2019,96750-7939,Windward Community College,1,2019
21403,Fall 2019,96792-2645,Leeward Community College,1,2019
21409,Fall 2019,96732-1734,University of Hawai`i Maui College,1,2019
21410,Fall 2019,96789-2934,Leeward Community College,1,2019
21412,Fall 2019,96734-2050,Honolulu Community College,1,2019
21420,Fall 2019,96793-8336,University of Hawai`i Maui College,1,2019
21431,Fall 2019,96796-0563,Kaua`i Community College,1,2019
21438,Fall 2019,96708-1155,Honolulu Community College,1,2019
21441,Fall 2019,96744-5031,Honolulu Community College,1,2019
